CookerStat, GenerateAssetRegistry=0.024259, Initialize=0.134356, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AFAE3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.08, Duration=85.838188, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId22C0A08B41818E484402D1B96DEA2793_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AF__AC8E7D228A681A1AA387CFCC87A390949B5FF2D5, StartTime=2016.08.21-21.03.08, HierarchicalDDC=, DataSize=360310, Duration=6.245043, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F50971DB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=25.036140, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId444E4B004C2EA626CC8115A8A5DC1489_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F5097__DF42677F599A8FAB5980DB756AD13E89CA95C784, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=5.504530, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FFA13_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=22.832647, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdBE41CD0C4667E496E03CB9A5F0318AAF_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FF__0ABD502632CFE741CF0CC154AE02EF8A8597ADA7, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=6.995812, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_0.uasset, AutoPackageBackupDelegate=0.146482, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.029236, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.111964, TagPackageExports=0.090815, BeginCacheForCookedPlatformData=0.003420, SerializeImports=1.247454, GatherLocalizableTextData=0.093613, MarkNames=0.007775, SerializeSummary=0.015862, SerializeNames=0.046030, SerializeGatherableTextData=0.004042, BuildExportMap=0.014927, SortExportsNonSeekfree=0.007465, SortExportsSeekfreeConstructor=0.072155, SortExportsSeekfreeInner=0.164211, SortExportsSeekfree=0.003420, BuildDependencyMap=0.009023, SerializeImportMap=0.009332, SerializeExportMap=0.005286, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.693016, SerializeExports=0.128135, SerializeBulkData=0.053182, MoveFile=2.488684, UnaccountedTime=1.527984, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_31, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_0.uasset, AutoPackageBackupDelegate=0.148974, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.050694, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.130624, TagPackageExports=0.061579, BeginCacheForCookedPlatformData=0.001553, SerializeImports=1.023840, GatherLocalizableTextData=0.078995, MarkNames=0.007465, SerializeSummary=0.012439, SerializeNames=0.024881, SerializeGatherableTextData=0.001244, BuildExportMap=0.010885, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.008710, SortExportsSeekfreeInner=0.147417, SortExportsSeekfree=0.003111, BuildDependencyMap=0.005595, SerializeImportMap=0.006843, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.592564, SerializeExports=0.130624, SerializeBulkData=0.043850, MoveFile=7.048994, UnaccountedTime=1.578987, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_32, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_0_Sprite.uasset, AutoPackageBackupDelegate=0.110406, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.078995, BlockTillAllRequestsFinished=0.006534, ResetLoadersForSaveUnMarkAllObjects=0.126269, TagPackageExports=0.028614, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.689816, GatherLocalizableTextData=0.136841, MarkNames=0.007153, SerializeSummary=0.010576, SerializeNames=0.064690, SerializeGatherableTextData=0.003420, BuildExportMap=0.023328, SortExportsNonSeekfree=0.006218, SortExportsSeekfreeConstructor=0.009332, SortExportsSeekfreeInner=0.613306, SortExportsSeekfree=0.003424, BuildDependencyMap=0.007775, SerializeImportMap=0.006221, SerializeExportMap=0.004973, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001241, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.232308, SerializeExports=0.208996, SerializeBulkData=0.004355, MoveFile=2.248902, UnaccountedTime=1.430634, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_33, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_1.uasset, AutoPackageBackupDelegate=0.153951, FlushAsyncLoading=0.004355, FlushStreamingFunc=0.048205, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.134043, TagPackageExports=0.061266, BeginCacheForCookedPlatformData=0.001866, SerializeImports=0.911254, GatherLocalizableTextData=0.058468, MarkNames=0.003733, SerializeSummary=0.011817, SerializeNames=0.024259, SerializeGatherableTextData=0.001244, BuildExportMap=0.009954, SortExportsNonSeekfree=0.004977, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.142753, SortExportsSeekfree=0.003111, BuildDependencyMap=0.005286, SerializeImportMap=0.006843, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.691154, SerializeExports=0.109784, SerializeBulkData=0.044785, MoveFile=6.871410, UnaccountedTime=1.493771, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_34, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_1_Sprite.uasset, AutoPackageBackupDelegate=0.119429, FlushAsyncLoading=0.003729, FlushStreamingFunc=0.065312, BlockTillAllRequestsFinished=0.005912, ResetLoadersForSaveUnMarkAllObjects=0.130624, TagPackageExports=0.027679, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.732735, GatherLocalizableTextData=0.137776, MarkNames=0.007153, SerializeSummary=0.011198, SerializeNames=0.045408, SerializeGatherableTextData=0.001553, BuildExportMap=0.019282, SortExportsNonSeekfree=0.005599, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.594959, SortExportsSeekfree=0.003424, BuildDependencyMap=0.007153, SerializeImportMap=0.006221, SerializeExportMap=0.004973, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.224220, SerializeExports=0.218950, SerializeBulkData=0.004664, MoveFile=2.278756, UnaccountedTime=1.465779, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_35, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_2.uasset, AutoPackageBackupDelegate=0.116941, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.026125, BlockTillAllRequestsFinished=0.003111, ResetLoadersForSaveUnMarkAllObjects=0.111338, TagPackageExports=0.060648, BeginCacheForCookedPlatformData=0.001866, SerializeImports=0.968166, GatherLocalizableTextData=0.058159, MarkNames=0.003733, SerializeSummary=0.012130, SerializeNames=0.024259, SerializeGatherableTextData=0.001244, BuildExportMap=0.009950, SortExportsNonSeekfree=0.004668, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.143375, SortExportsSeekfree=0.002798, BuildDependencyMap=0.005290, SerializeImportMap=0.007153, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.607491, SerializeExports=0.108853, SerializeBulkData=0.046652, MoveFile=2.311412, UnaccountedTime=1.468576, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_36, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_2_Sprite.uasset, AutoPackageBackupDelegate=0.115074, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.042606, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.116318, TagPackageExports=0.029236, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.642233, GatherLocalizableTextData=0.137154, MarkNames=0.007153, SerializeSummary=0.011820, SerializeNames=0.066556, SerializeGatherableTextData=0.001244, BuildExportMap=0.020213, SortExportsNonSeekfree=0.005599, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.563238, SortExportsSeekfree=0.002798, BuildDependencyMap=0.006843, SerializeImportMap=0.006530, SerializeExportMap=0.004977, SerializeDependencyMap=0.001241, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.184725, SerializeExports=0.218015, SerializeBulkData=0.004664, MoveFile=2.201315, UnaccountedTime=1.377765, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_37, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_3.uasset, AutoPackageBackupDelegate=0.148039, FlushAsyncLoading=0.005290, FlushStreamingFunc=0.047270, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.132490, TagPackageExports=0.060648, BeginCacheForCookedPlatformData=0.001866, SerializeImports=0.929914, GatherLocalizableTextData=0.055980, MarkNames=0.004046, SerializeSummary=0.013683, SerializeNames=0.023637, SerializeGatherableTextData=0.001553, BuildExportMap=0.009954, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.008088, SortExportsSeekfreeInner=0.143375, SortExportsSeekfree=0.003107, BuildDependencyMap=0.004977, SerializeImportMap=0.007153, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.579190, SerializeExports=0.108849, SerializeBulkData=0.043854, MoveFile=14.599026, UnaccountedTime=1.560949, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_38, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_3_Sprite.uasset, AutoPackageBackupDelegate=0.149596, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.079308, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.121605, TagPackageExports=0.032965, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.742998, GatherLocalizableTextData=0.137463, MarkNames=0.006530, SerializeSummary=0.011198, SerializeNames=0.045717, SerializeGatherableTextData=0.001244, BuildExportMap=0.017416, SortExportsNonSeekfree=0.004668, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.557635, SortExportsSeekfree=0.003111, BuildDependencyMap=0.006530, SerializeImportMap=0.006221, SerializeExportMap=0.004355, SerializeDependencyMap=0.000931, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.133092, SerializeExports=0.214908, SerializeBulkData=0.004973, MoveFile=5.646039, UnaccountedTime=1.355682, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_39, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_4.uasset, AutoPackageBackupDelegate=0.138398, FlushAsyncLoading=0.004046, FlushStreamingFunc=0.118803, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=0.113204, TagPackageExports=0.060026, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.960082, GatherLocalizableTextData=0.057846, MarkNames=0.004977, SerializeSummary=0.012442, SerializeNames=0.024881, SerializeGatherableTextData=0.001553, BuildExportMap=0.010263, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.008397, SortExportsSeekfreeInner=0.143066, SortExportsSeekfree=0.003420, BuildDependencyMap=0.005286, SerializeImportMap=0.006843, SerializeExportMap=0.004664, SerializeDependencyMap=0.001241, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.560217, SerializeExports=0.108544, SerializeBulkData=0.044785, MoveFile=2.218731, UnaccountedTime=1.349151, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_40, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_4_Sprite.uasset, AutoPackageBackupDelegate=0.119425, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.086769, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.116318, TagPackageExports=0.025813, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.700388, GatherLocalizableTextData=0.141509, MarkNames=0.006843, SerializeSummary=0.011507, SerializeNames=0.046652, SerializeGatherableTextData=0.001244, BuildExportMap=0.017103, SortExportsNonSeekfree=0.004355, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.558261, SortExportsSeekfree=0.002798, BuildDependencyMap=0.006534, SerializeImportMap=0.006534, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.052853, SerializeExports=0.230458, SerializeBulkData=0.005595, MoveFile=9.748232, UnaccountedTime=1.560640, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_41, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_5_Sprite.uasset, AutoPackageBackupDelegate=0.116318, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.043541, BlockTillAllRequestsFinished=0.004351, ResetLoadersForSaveUnMarkAllObjects=0.111964, TagPackageExports=0.025816, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.676442, GatherLocalizableTextData=0.138089, MarkNames=0.006530, SerializeSummary=0.010572, SerializeNames=0.046030, SerializeGatherableTextData=0.001557, BuildExportMap=0.016794, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.585008, SortExportsSeekfree=0.003733, BuildDependencyMap=0.006530, SerializeImportMap=0.005908, SerializeExportMap=0.004664, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.208049, SerializeExports=0.209618, SerializeBulkData=0.004977, MoveFile=2.181724, UnaccountedTime=1.442455, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_42, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_6_Sprite.uasset, AutoPackageBackupDelegate=0.107609, FlushAsyncLoading=0.004355, FlushStreamingFunc=0.092369, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=0.116318, TagPackageExports=0.025813, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.753574, GatherLocalizableTextData=0.137776, MarkNames=0.006530, SerializeSummary=0.011507, SerializeNames=0.046652, SerializeGatherableTextData=0.001553, BuildExportMap=0.016794, SortExportsNonSeekfree=0.004355, SortExportsSeekfreeConstructor=0.008088, SortExportsSeekfreeInner=0.565100, SortExportsSeekfree=0.004042, BuildDependencyMap=0.007465, SerializeImportMap=0.006221, SerializeExportMap=0.004973, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.337428, SerializeExports=0.223923, SerializeBulkData=0.004977, MoveFile=2.319809, UnaccountedTime=7.203255, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_43, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_7_Sprite.uasset, AutoPackageBackupDelegate=0.123158, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.124093, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.148974, TagPackageExports=0.026125, BeginCacheForCookedPlatformData=0.001866, SerializeImports=0.757616, GatherLocalizableTextData=0.137154, MarkNames=0.006843, SerializeSummary=0.012439, SerializeNames=0.097036, SerializeGatherableTextData=0.006530, BuildExportMap=0.023637, SortExportsNonSeekfree=0.004977, SortExportsSeekfreeConstructor=0.008706, SortExportsSeekfreeInner=0.575677, SortExportsSeekfree=0.003733, BuildDependencyMap=0.007153, SerializeImportMap=0.006221, SerializeExportMap=0.004664, SerializeDependencyMap=0.001241, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.149267, SerializeExports=0.223305, SerializeBulkData=0.005286, MoveFile=2.174567, UnaccountedTime=1.551308, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
